latitude,longitude,name,url,postcode,Registered_accounts_type
54.22981,-0.58864,DE READMAN FARRIERY LIMITED,,YO13 9PW,Total Exemption Small
53.68367,-0.01476,PIG FARM CONSULTING LIMITED,,HU12 0NA,Total Exemption Small
53.58435,-1.70537,MWG HIRE LIMITED,,HD8 8HB,Total Exemption Small
53.92703,-1.82869,DEDICATED TO DOGS LIMITED,,LS29 9ET,Not Available
54.40355,-1.73915,SPENNYBARN LIMITED,,DL10 4QA,Total Exemption Small
54.18478,-1.26184,AGRI-TEC LIMITED,,YO7 3AY,Total Exemption Small
53.99717,-1.70313,PETTIES PAWS LIMITED,,HG3 1SP,Micro-entity accounts
54.07189,-1.782,MOORVIEW RESCUE LIMITED,,HG3 5JF,Total Exemption Full
53.96283,-0.32385,ORCHARD HOUSE (DRIFFIELD) CONSULTING LIMITED,,YO25 8LG,Total Exemption Small
53.84117,-0.4319,MATHISON REGISTERED FARRIERS LIMITED,,HU17 8EU,Total Exemption Small
53.95187,-1.44696,SPOFFORTH FORGE LIMITED,,HG3 1DB,Total Exemption Small
53.94278,-1.59095,CRAIN SYKE FARM LTD,,LS17 0AD,Total Exemption Small
53.75386,-0.33482,SMITH ENGINEERING (HULL) LIMITED,,HU2 0PJ,Total Exemption Small
53.77079,-1.06417,MARSHALVANE LIMITED,,YO8 8NB,Group
53.90607,-1.69433,OTLEY CATTLE MARKET AUCTION LIMITED,,LS21 3AP,Total Exemption Small
53.83105,-0.80273,P & J DOWSON LIMITED,,YO43 4HE,Not Available
53.9579,-1.60156,SWIRES FARM SERVICES LTD,,HG3 1QY,Total Exemption Small
53.76604,-0.48857,LOWNA DAIRY LIMITED,,HU16 5ZA,Total Exemption Small
53.99998,-0.46238,NUTRAPET LIMITED,,YO25 9DJ,Total Exemption Small
54.09654,-1.60949,DRAPER FARMS LIMITED,,HG4 3ED,Total Exemption Small
53.56919,-0.6664,BENGAL BREEDING LTD,,DN17 1LW,Not Available
53.90485,-1.69306,HARRY TRAVIS (RISHWORTH) LIMITED,,LS21 3AE,Total Exemption Small
53.78494,-0.18412,YORKSHIRE MEADOWS LTD,,HU11 4PT,Micro-entity accounts
53.74811,-0.33154,ASHFIELD FEEDS LIMITED,,HU2 8AG,Total Exemption Small
53.99288,-1.5367,CANINE COUNTRY RETREAT (SWINSTY) LTD,,HG1 5LF,Total Exemption Small
53.59423,-1.6207,ROCKWOOD FALLEN STOCK LIMITED,,HD8 9GT,Not Available
53.93186,-2.1422,S J HARDAKER LIMITED,,BD23 3TE,Total Exemption Small
53.84595,-1.73316,BIRKHILL FARM EQUESTRIAN CENTRE LIMITED,,BD10 0TL,Total Exemption Small
53.58075,-0.11548,A.P.T. MARINE ENGINEERING LIMITED,,DN31 2TB,Total Exemption Small
53.68931,-1.83963,ADVANCE ENGINEERING (HX) LTD,,HX5 9HP,Total Exemption Small
53.679401,-1.500734,GUNDOG JAGD & HUND LTD.,,WF1 5PF,Micro-entity accounts
53.84423,-1.50779,PK RUMINANT NUTRITION LTD,,LS8 2DQ,Total Exemption Small
53.72884,-1.67724,J & R WOOD LIMITED,,BD19 4QS,Total Exemption Small
54.37535,-1.63756,AGRIFFIN FEEDS LIMITED,,DL10 7UE,Micro-entity accounts
53.43167,-1.02189,POULTRY CATCHERS LTD,,DN10 6TF,Total Exemption Small
53.56461,-0.09223,MIRUS ENGINEERING LIMITED,,DN31 2LP,Total Exemption Small
53.91613,-1.4917,AJF FARRIERS LTD,,LS22 4BX,Total Exemption Small
54.01833,-1.011679,PIGLETS ADVENTURE FARM LIMITED,,YO32 9ST,Not Available
54.0163,-0.9729,CIELIVESTOCK LIMITED,,YO41 1LZ,Not Available
53.81963,-1.25472,PW ILLINGWORTH LIMITED,,LS24 9PJ,Total Exemption Small
54.11115,-1.40244,JYG FARRIERY LIMITED,,YO51 9BQ,Total Exemption Small
54.07189,-1.782,MOORVIEW KENNELS & CATTERY LIMITED,,HG3 5JF,Total Exemption Small
53.91835,-0.86107,NEDEX LTD,,YO42 4DD,Total Exemption Small
53.603929,-1.795601,THE DOGS DOODAHS LIMITED,,HD9 6GD,Total Exemption Small
53.63398,-1.81988,T. PEARS LIMITED,,HD4 5PS,Total Exemption Small
54.28552,-1.60265,RIPON FARMERS' LIVE STOCK MART COMPANY LIMITED(THE),,DL8 1UE,Micro-entity accounts
53.9167,-1.7766,R T F SHOEING LIMITED,,LS29 7BJ,Total Exemption Small
54.49231,-1.13525,M A BRANSBY LIMITED,,TS9 6AX,Total Exemption Small
53.72256,-0.52707,GLC FARMS LTD,,HU14 3RS,Total Exemption Small
53.89087,-1.74682,OVER THE HILLS DOG WALKING LTD,,LS29 6NF,Not Available
54.12198,-1.20794,TC FARM SERVICES LIMITED,,YO61 3LA,Total Exemption Small
54.23225,-1.41398,AM SCOTT SERVICES LIMITED,,YO7 4RW,Not Available
53.69213,-1.62722,RED APPLE COMMUNITY TRUST LIMITED,,WF12 8ED,Total Exemption Full
53.76095,-1.82524,LOWER GILES HILL FARM LIMITED,,HX3 7TW,Total Exemption Small
53.72751,-1.71664,IN THE DOG HOUSE GROOMING/WALKING LIMITED,,BD19 3QA,Not Available
54.23102,-0.65357,R G MORLEY LIMITED,,YO18 7PG,Total Exemption Small
54.01953,-1.71173,GLADE DEER MANAGEMENT LIMITED,,HG3 2QL,Total Exemption Small
53.7501,-0.76141,B. WEBSTER AND SONS (EASTRINGTON) LIMITED,,DN14 7XL,Total Exemption Small
54.15407,-0.853,JUBILEE MILLING LIMITED,,YO17 6TA,Full accounts
53.94211,-2.05011,CARLETON KENNELS LIMITED,,BD23 3HR,Total Exemption Small
54.48677,-0.61425,FYLINGDALES MOOR ESS LIMITED,,YO21 3BS,Total Exemption Small
53.78733,-1.62634,J.T. KELLETT LIMITED,,LS12 5HA,Total Exemption Small
54.15407,-0.853,WILLIAM THOMPSON (YORK) LIMITED,,YO17 6TA,Full accounts
53.73284,-0.47867,HOME FROM HOME PET CARE LIMITED,,HU14 3NF,Total Exemption Small
54.3096,-1.92861,BOLTON HALL LIVERY STABLES LIMITED,,DL8 4HB,Not Available
53.67435,-1.94065,HARRY TRAVIS (RISHWORTH) LIMITED,,HX6 4DB,Total Exemption Small
53.94237,-0.72448,DELTA WAGYU EUROPE LIMITED,,YO42 1XG,Not Available
53.64101,-1.34685,FIRTHFIELD FARM LTD,,WF7 7AB,Total Exemption Small
54.12815,-1.52968,M CANAVAN ASSOCIATES LIMITED,,HG4 2JP,Total Exemption Small
53.94572,-1.13823,OSTRICH SOLUTIONS LTD,,YO24 3FE,Micro-entity accounts
53.6845,-1.56166,YORKSHIRE ABATTOIR SERVICES LIMITED,,WF5 9AQ,Not Available
54.20121,-1.29032,JINKS SHOW TEAM LTD,,YO7 3AS,Total Exemption Small
53.63401,-1.88169,H. GARSIDE & SON (AGENTS) LIMITED,,HD7 5UT,Micro-entity accounts
53.95949,-1.55857,MSH CANINE COUNTRY CLUBS LIMITED,,HG3 1PA,Not Available
54.30863,-1.82719,PENGARTH CONSULTANCY LIMITED,,DL8 5EH,Not Available
54.13485,-1.52163,MHM TECHNOLOGIES LTD,,HG4 1PE,Total Exemption Small
53.81571,-1.61327,SCOTT'S GROOMERS LTD,,LS13 2SD,Not Available
54.51998,-1.55011,THE DARLINGTON FARMERS AUCTION MART COMPANY LIMITED,,DL1 5DU,Small company
54.60768,-1.10286,APPLETON GRANGE EQUESTRIAN CENTRE LIMITED,,TS10 5JU,Total Exemption Small
53.41889,-1.1114,MOUSE PARK LIMITED,,DN11 9RF,Total Exemption Small
54.42615,-1.36327,PULLUM & APIS LTD,,DL6 2LL,Total Exemption Small
53.848,-1.63409,SPRINGFIELD FARM EQUESTRIAN LIMITED,,LS18 5PN,Total Exemption Small
53.91469,-0.80903,AGRINEXUS LTD,,YO42 4RN,Micro-entity accounts
53.87987,-0.71116,S.J & F.E ACKERLEY LIMITED,,YO43 3PH,Total Exemption Small
54.23225,-1.41398,AGRIWASH (UK) LIMITED,,YO7 4RW,Total Exemption Small
53.98475,-2.10435,CROSSGATES BIOENERGETICS LIMITED,,BD23 3RN,Total Exemption Small
53.63117,-1.52727,HOLLINGTHORPE FARM CATTERY LIMITED,,WF4 3NG,Total Exemption Small
54.11634,-1.18811,RYAN BATTY FARRIERY LTD,,YO61 3JL,Total Exemption Small
53.8466,-1.63247,MAKING LIGHT WORK LIMITED,,LS18 5NT,Total Exemption Small
53.99998,-0.46238,EAST RIDING FARM SERVICES LIMITED,,YO25 9DJ,Total Exemption Small
53.61794,-0.65884,SERVICES 22 LIMITED,,DN15 9YG,Total Exemption Small
53.95109,-0.37709,EAST YORKSHIRE FARMS LIMITED,,YO25 9QG,Total Exemption Small
54.00925,-0.44051,STEVE WRIGHT (POULTRY) LIMITED,,YO25 6DN,Total Exemption Small
54.57208,-1.23469,POPLAR PIGS(BUCKENHAM)LIMITED,,TS1 3BA,Total Exemption Small
53.84595,-1.73316,BIRKHILL FARM RIDING SCHOOL LIMITED,,BD10 0TL,Total Exemption Small
53.86737,-1.91143,J A AGRICULTURE LIMITED,,BD21 2BH,Total Exemption Small
54.00623,-2.22349,AVIAN AQUASOLVE LTD,,BD23 4JT,Total Exemption Small
53.60644,-0.83288,LDD EQUINE TRANSPORTS LIMITED,,DN17 4LB,Not Available
54.01821,-1.57405,CHELWOOD FARMS LIMITED,,HG3 2BE,Micro-entity accounts
53.96174,-1.00738,WILLIAM THOMPSON (YORK) LIMITED,,YO19 5UT,Full accounts
53.4864,-1.01479,RAY SMALL CONTRACTORS LIMITED,,DN9 3GG,Total Exemption Small
53.55694,-0.49788,KEYO AGRICULTURAL SERVICES LTD,,DN20 8AR,Small company
53.92742,-1.80635,CATTLE GENIE LIMITED,,LS29 8LD,Total Exemption Small
53.59292,-1.61227,R J H HIRE LIMITED,,HD8 9NQ,Total Exemption Small
54.31184,-1.7282,THE BRITISH BAZADAISE CATTLE SOCIETY,,DL8 5LX,Total Exemption Full
54.543,-1.54765,PAULWNE LTD,,DL1 2ET,Total Exemption Small
53.74777,-0.04609,GRANTBAIT LIMITED,,HU12 0LA,Total Exemption Small
54.04924,-1.33732,NUZZLETS,,YO26 9TT,Total Exemption Full
53.80247,-1.86747,MITCHELL BY-PRODUCTS LIMITED,,BD13 3RR,Total Exemption Small
53.83192,-1.78263,EQUINE SUPPORT LIMITED,,BD18 3DZ,Total Exemption Small
53.74246,-1.93959,COW TALK LTD,,HX2 6TN,Micro-entity accounts
53.96621,-1.35096,BEN GRANGE FARRIERY LTD,,LS22 5EY,Total Exemption Small
